"fra_fraccion","fra_descrip1","fra_descrip2","fra_descrip3","fra_unidad","fra_advotr"
"0210.91.01","DE PRIMATES.","CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0210.92.01","DE BALLENAS, DELFINES Y MARSOPAS (MAMÍFEROS DEL ORDEN CETÁCEOS); DE MANATÍES Y DUGONES O DUGONGOS (MAMÍFEROS DEL ORDEN SIRENIOS).","CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0210.93.01","DE REPTILES (INCLUIDAS LAS SERPIENTES Y TORTUGAS DE MAR).","CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0210.99.01","VÍSCERAS O LABIOS DE BOVINOS, SALADOS O SALPRESOS.","CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0210.99.02","PIELES DE CERDO AHUMADAS, ENTERAS O EN RECORTES.","CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS.","CARNE Y DESPOJOS COMESTIBLES","1","15"
"0210.99.03","AVES, SALADAS O EN SALMUERA.","CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0210.99.99","LOS DEMÁS.","CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0301.10.01","PECES ORNAMENTALES.","PECES VIVOS.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","7","10"
"0301.91.01","TRUCHAS (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE Y ONCORHYNCHUS CHRYSOGASTER).","PECES VIVOS.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","7","20"
"0301.92.01","ANGUILAS (ANGUILLA SPP.).","PECES VIVOS.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","7","20"
"0301.93.01","CARPAS.","PECES VIVOS.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","7","20"
"0301.94.01","ATUNES COMUNES O DE ALETA AZUL (THUNNUS THYNNUS).","PECES VIVOS.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","7",""
"0301.95.01","ATUNES DEL SUR (THUNNUS MACCOYII).","PECES VIVOS.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","7",""
"0301.99.01","DEPREDADORES, EN SUS ESTADOS DE ALEVINES, JUVENILES Y ADULTOS.","PECES VIVOS.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","",""
"0301.99.99","LOS DEMÁS.","PECES VIVOS.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","7",""
"0302.11.01","TRUCHAS (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE Y ONCORHYNCHUS CHRYSOGASTER).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.12.01","SALMONES DEL PACÍFICO (ONCORHYNCHUS NERKA, ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU Y ONCORHYNCHUS RHODURUS), SALMONES DEL ATLÁNTICO (SALMO SALAR) Y SALMONES DEL DANUBIO (HUCHO HUCHO).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.19.99","LOS DEMÁS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.21.01","HALIBUT (FLETÁN) (REINHARDTIUS HIPPOGLOSSOIDES, HIPPOGLOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.22.01","SOLLAS (PLEURONECTES PLATESSA).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.23.01","LENGUADOS (SOLEA SPP.).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.29.99","LOS DEMÁS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.31.01","ALBACORAS O ATUNES BLANCOS (THUNNUS ALALUNGA).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0302.32.01","ATUNES DE ALETA AMARILLA (RABILES) (THUNNUS ALBACARES).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0302.33.01","LISTADOS O BONITOS DE VIENTRE RAYADO.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0302.34.01","PATUDOS O ATUNES OJO GRANDE (THUNNUS OBESUS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0302.35.01","ATUNES COMUNES O DE ALETA AZUL (THUNNUS THYNNUS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0302.36.01","ATUNES DEL SUR (THUNNUS MACCOYII).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0302.39.99","LOS DEMÁS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0302.40.01","ARENQUES (CLUPEA HARENGUS, CLUPEA PALLASII), EXCEPTO LOS HÍGADOS, HUEVAS Y LECHAS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.50.01","BACALAOS (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS), EXCEPTO LOS HÍGADOS, HUEVAS Y LECHAS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.61.01","SARDINAS (SARDINA PILCHARDUS, SARDINOPS SPP.) SARDINELAS (SARDINELLA SPP.) Y ESPADINES (SPRATTUS SPRATTUS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.62.01","EGLEFINOS (MELANOGRAMMUS AEGLEFINUS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.63.01","CARBONEROS (POLLACHIUS VIRENS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.64.01","CABALLAS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.65.01","ESCUALOS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.66.01","ANGUILAS (ANGUILLA SPP.).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.67.01","PECES ESPADA (XIPHIAS GLADIUS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.68.01","AUSTROMERLUZA ANTÁRTICA Y AUSTROMERLUZA NEGRA (MERLUZA NEGRA, BACALAO DE PROFUNDIDAD, NOTOTENIA NEGRA) (DISSOSTICHUS SPP).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.69.01","MERLUZA.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","10"
"0302.69.02","TOTOABA, FRESCA O REFRIGERADA.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.69.99","LOS DEMÁS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0302.70.01","HÍGADOS, HUEVAS Y LECHAS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.11.01","SALMONES ROJOS (ONCORHYNCHUS NERKA).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.19.99","LOS DEMÁS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.21.01","TRUCHAS (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE Y ONCORHYNCHUS CHRYSOGASTER).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.22.01","SALMONES DEL ATLÁNTICO (SALMO SALAR) Y SALMONES DEL DANUBIO (HUCHO HUCHO).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.29.99","LOS DEMÁS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.31.01","HALIBUT (FLETÁN) (REINHARDTIUS HIPPOGLOSSOIDES, HIPPOGLOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.32.01","SOLLAS (PLEURONECTES PLATESSA).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.33.01","LENGUADOS (SOLEA SPP.).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.39.99","LOS DEMÁS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.41.01","ALBACORAS O ATUNES BLANCOS (THUNNUS ALALUNGA).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0303.42.01","ATUNES DE ALETA AMARILLA (RABILES) (THUNNUS ALBACARES).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0303.43.01","LISTADOS O BONITOS DE VIENTRE RAYADO.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0303.44.01","PATUDOS O ATUNES OJO GRANDE (THUNNUS OBESUS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0303.45.01","ATUNES COMUNES O DE ALETA AZUL (THUNNUS THYNNUS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0303.46.01","ATUNES DEL SUR (THUNNUS MACCOYII).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0303.49.99","LOS DEMÁS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1",""
"0303.51.01","ARENQUES (CLUPEA HARENGUS, CLUPEA PALLASII).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.52.01","BACALAOS (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04..","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.61.01","PECES ESPADA (XIPHIAS GLADIUS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.62.01","AUSTROMERLUZA ANTÁRTICA Y AUSTROMERLUZA NEGRA (MERLUZA NEGRA, BACALAO DE PROFUNDIDAD, NOTOTENIA NEGRA) (DISSOSTICHUS SPP).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.71.01","SARDINAS (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELAS (SARDINELLA SPP.) Y ESPADINES (SPRATTUS SPRATTUS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.72.01","EGLEFINOS (MELANOGRAMMUS AEGLEFINUS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.73.01","CARBONEROS (POLLACHIUS VIRENS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.74.01","CABALLAS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.75.01","ESCUALOS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.76.01","ANGUILAS (ANGUILLA SPP.).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","10"
"0303.77.01","RÁBALOS (DICENTRARCHUS LABRAX, DICENTRARCHUS PUNCTATUS).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.78.01","MERLUZAS (MERLUCCIUS SPP., UROPHYCIS SPP.).","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","10"
"0303.79.01","TOTOABA CONGELADA.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.79.99","LOS DEMÁS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0303.80.01","HÍGADOS, HUEVAS Y LECHAS.","PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMÁS CARNE DE PESCADO DE LA PARTIDA 03.04.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0304.11.01","PECES ESPADA (XIPHIAS GLADIUS).","FILETES Y DEMÁS CARNE DE PESCADO (INCLUSO PICADA), FRESCOS, REFRIGERADOS O CONGELADOS.","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0304.12.01","AUSTROMERLUZA ANTÁRTICA Y AUSTROMERLUZA NEGRA (MERLUZA NEGRA, BACALAO DE PROFUNDIDAD, NOTOTENIA NEGRA) (DISSOSTICHUS SPP).","FILETES Y DEMÁS CARNE DE PESCADO (INCLUSO PICADA), FRESCOS, REFRIGERADOS O CONGELADOS","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0304.19.99","LOS DEMÁS.","FILETES Y DEMÁS CARNE DE PESCADO (INCLUSO PICADA), FRESCOS, REFRIGERADOS O CONGELADOS","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0304.21.01","PECES ESPADA (XIPHIAS GLADIUS).","FILETES Y DEMÁS CARNE DE PESCADO (INCLUSO PICADA), FRESCOS, REFRIGERADOS O CONGELADOS","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0304.22.01","AUSTROMERLUZA ANTÁRTICA Y AUSTROMERLUZA NEGRA (MERLUZA NEGRA, BACALAO DE PROFUNDIDAD, NOTOTENIA NEGRA) (DISSOSTICHUS SPP).","FILETES Y DEMÁS CARNE DE PESCADO (INCLUSO PICADA), FRESCOS, REFRIGERADOS O CONGELADOS","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0304.29.01","DE TRUCHAS O DE SALMÓN.","FILETES Y DEMÁS CARNE DE PESCADO (INCLUSO PICADA), FRESCOS, REFRIGERADOS O CONGELADOS","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0304.29.02","DE MERLUZA.","FILETES Y DEMÁS CARNE DE PESCADO (INCLUSO PICADA), FRESCOS, REFRIGERADOS O CONGELADOS","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0304.29.99","LOS DEMÁS.","FILETES Y DEMÁS CARNE DE PESCADO (INCLUSO PICADA), FRESCOS, REFRIGERADOS O CONGELADOS","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
"0304.91.01","PECES ESPADA (XIPHIAS GLADIUS).","FILETES Y DEMÁS CARNE DE PESCADO (INCLUSO PICADA), FRESCOS, REFRIGERADOS O CONGELADOS","PESCADOS Y CRUSTÁCEOS, MOLUSCOS Y DEMÁS INVERTEBRADOS ACUÁTICOS","1","20"
